id,tweet,retweetCount,isRetweetedByMe,favCount,date
,平成27年8月7日金曜日、ラーメン二郎 西台駅前店、小ラーメン+つけ麺+青ネギ+味付うずら+生卵+生卵 1150YEN<n>しょっぺ〜ッ！強烈な塩気とウマ味一気に押し寄せてきて、奮えとまんない。ブタを塩汁に浸して喰えば脂身甘ンめ〜！完飲。 http://t.co/kkZw4lu7zl,216,false,198,2015/08/07 23:03:27
,平成27年8月7日金曜日、ラーメン二郎 会津若松駅前店、小つけ麺エビ味+生たまご+生たまご+しょうが 950YEN<n>エビ味、ウッメ〜ッ！磯の味。エビのウマ味、濃縮した様なテイスト。メッチャ中毒性有り、飲まずには居られないもの。完飲。 http://t.co/0c3bELP2wL,268,false,236,2015/08/07 13:17:59
,平成27年8月6日木曜日、ラーメン二郎 西台駅前店、大ラーメン+つけ麺+青ネギ+味付うずら+生卵+生卵 1200YEN<n>【つけ麺】終了し、【塩つけ麺】開始ッ！！突き抜けた塩気がウンメ〜ッ！後からコールの柚子胡椒もメッチャ合うッ！完飲。 http://t.co/I0GfBgZtFo,190,false,196,2015/08/06 21:35:23
,平成27年8月5日水曜日、ラーメン二郎 品川店、大+煮玉子+煮玉子 ニンニク 1000YEN<n>麺、ウンメ〜っ！メッチャ味染みてる。ズバズバ啜れるもの。<n>汁、ウマ味すんげ〜っ！ニンニク溶けてウマさ倍増、煮玉子との相性最ッ高なもの。完飲。 http://t.co/0y9ivovDae,241,false,226,2015/08/05 22:24:41
,平成27年8月4日火曜日、ラーメン二郎 西台駅前店、大ラーメン+つけ麺+青ネギ+味付うずら+生卵+生卵 1150YEN<n>メルマガによると【つけ麺】が一旦終わりとの事。喰っとかねば。ウンメ〜。完飲。<n>「一旦」だからまた喰えるの期待す。 http://t.co/JiNuwcqTVJ,179,false,166,2015/08/04 21:34:42
,平成27年8月3日月曜日、ラーメン二郎目黒店、小ラーメンW豚入り ニンニク 700YEN<n>液体アブラ纏った麺、ムチとしたもの。<n>ほぐれるような食感のブタ、脂身トロトロ甘ウマ。<n>夢中で頬張ってたら丼がカラになってた。<n>完飲。 http://t.co/O0MSuYwCvS,240,false,216,2015/08/03 22:05:25
,平成27年8月2日日曜日、ラーメン二郎新小金井街道店、シークァサーすっぱいラーメン+うずら ニンニク 930YEN<n>灼熱の日々続きバテ気味な胃に、強酸味の刺激与えると、キュっと引き締まり食欲湧いてくる。完飲。 http://t.co/R1NwjKyXhn,197,false,211,2015/08/02 19:36:42
,平成27年8月1日土曜日、ラーメン二郎 西台駅前店、小豚+青ネギ+味付うずら+生卵+生卵 ニンニク 1100YEN<n>久々にラーメン喰った西台で。<n>生玉子絡めて啜る麺ウマし。<n>青ネギをスープに入れりゃ神の汁。<n>完飲。ごっそさん。 http://t.co/uoo6bUJCyp,218,false,224,2015/08/01 15:03:12
,平成27年7月31日金曜日、ラーメン二郎 会津若松駅前店、小つけ麺エビ味+生たまご+生たまご ニンニク 900YEN<n>予想はるかに上回る濃厚エビ味、塩気強めなメッチャ俺好みのタレで、プルンと甘締め柔らか麺を食す。ウンメ〜ッ。完飲。 http://t.co/IbUSOJJ8LD,246,false,212,2015/07/31 19:09:11
,平成27年7月31日金曜日、ラーメン二郎ひばりヶ丘駅前店、ラーメン ニンニク 700YEN<n>クーラーマシマシ！<n>麺、前回同様、柔らか傾向。俺嬉し。<n>ブタ、脂身トロットロでウンメ〜！<n>汁、課長利き、夢中で飲める、ひばり汁。<n>完飲。 http://t.co/dlhY5JtXZy,310,false,259,2015/07/31 13:01:28
,平成27年7月30日木曜日、ラーメン二郎新橋店、小ラーメン+味玉子+味玉子+生とじ玉子 ニンニク 1000YEN<n>麺柔らかめを所望した。ここの麺は柔らかめが堪らなく好き。ムッチモチ食感。生とじ玉子でスキヤキ風に頂く。ウンメ〜ッ！完飲。 http://t.co/4SLDi0anoV,204,false,194,2015/07/30 23:11:38
,平成27年7月29日水曜日、ラーメン二郎新小金井街道店、シークァサーすっぱいラーメン+うずら ニンニク930YEN<n>フルーティな柑橘臭が爽やかで心地よい、酸味キリリ利いた汁。ポン酢を思わせる、サッパリしてメッチャ飲みやすいもの。完飲。 http://t.co/othNheA3yQ,240,false,215,2015/07/29 22:46:35
,平成27年7月28日火曜日、ラーメン二郎 赤羽店．大ラーメン ニンニク 800YEN<n>麺、ウッメェェッ！プルンプルンで柔らかい、味染みたもの。ニンニクを絡めながら食うと最ッ高にウマい。<n>汁、ミルキィで、ウマ味豊かなもの。<n>完飲。 http://t.co/1qOmdCfDBH,254,false,255,2015/07/28 21:00:06
,平成27年7月27日月曜日、ラーメン二郎 京急川崎店、大ラーメン ニンニク 830YEN<n>麺、メッチャ味染みた、口の中で、ふあとほどける、ほぼ咀嚼不要なもの。最ッ高に俺好み。<n>汁、ウンメ〜。甘みが優しい癒し汁。<n>完飲。ごっそさんです。 http://t.co/V2Y4eN1Ees,275,false,266,2015/07/27 21:55:09
,平成27年7月26日日曜日、ラーメン二郎 松戸駅前店、大盛りラーメン ニンニクしょうが 780YEN<n>ブタ、よく味染みてほぐれるものがゴロっと。<n>汁、ウマ味たっぷり、醤油利いたもの。<n>完飲。 <n>ごっそさん、軽く会釈し、別れ告ぐ。 http://t.co/1yxWHyIBgP,358,false,294,2015/07/26 15:23:42
,平成27年7月25日土曜日、ラーメン二郎 横浜関内店、小ぶた+汁なし+粉チーズ ニンニクアブラカラメ 970YEN<n>マゼマセして、各具材渾然となったタレに、トロットロにトロける柔らかブタ合わさり、神域のウマさ。完食。恍惚のまま退店。 http://t.co/dLzUfgfXHm,536,false,454,2015/07/25 22:35:28
,平成27年7月25日土曜日、ラーメン二郎神田神保町店、小つけ麺+生玉子+生玉子 ニンニク 900YEN<n>麺、柔らか食感嬉しいもの。<n>タレ、醤油利いたPAPPタレ。プカアブラ甘ンめ〜ッ。唐辛子天空落としたら最ッ高に奮える味わい。完飲。 http://t.co/RRYLnid0CF,220,false,195,2015/07/25 15:17:56
,平成27年7月24日金曜日、ラーメン二郎八王子野猿街道店2、つけ麺(シークヮーサー)+うずら卵+生卵+生卵+きまぐれたまご ニンニク少 1180YEN<n>タレ、ウンメ〜。超酸味。<n>飲むほどに体が求める爽やかタレ。<n>完飲。ごっそさんです。 http://t.co/Sthe0M4CXr,273,false,237,2015/07/24 18:48:15
,平成27年7月24日金曜日、らぁめん大山富士本店、大麺+チャーシュー ニンニク有り1050YEN<n>麺、噛む麺！大麺ッ！<n>チャーシュー、甘ウマ脂身、プルンと俺好み。<n>汁、コク感じる醤油味。ニンニク溶けてウマし。<n>完飲。ごっそさんです。 http://t.co/h6ieCNWqNG,209,false,214,2015/07/24 13:32:33
,平成27年7月23日木曜日、ラーメン二郎 仙川店、ラーメン ニンニクアブラカラメ 700YEN<n>ウッメェェッ！カラメ増した事もあり、醤油味濃い、俺好みな至高汁。夢中で飲んだらメッチャアッツアツで舌やけど。<n>完飲。ごっそさんです。 http://t.co/AlF8uqJ9RF,323,false,303,2015/07/23 22:22:54
,平成27年7月22日水曜日、ラーメン二郎 西台駅前店、大ラーメン+つけ麺+青ネギ+味付うずら+生卵+生卵 1150YEN<n>ブタ、ウンメ〜ッ。奮えるほど脂身甘い。<n>タレ、ショッペ〜ッ。だがそれがいい！！塩気の中にウマ味あり。完飲。 http://t.co/opZH2JxyFb,351,false,277,2015/07/22 21:54:20
,平成27年7月21日火曜日、ラーメン二郎 環七新新代田店、小豚+GSX1300Rはやぶさつけ麺+なまたまご+なまたまご ニンニク1050YEN<n>はやぶさつけ麺には辛味噌が添えられてた。<n>ここの甘締めな太麺、柔らかくて最高に好き。完飲。 http://t.co/3l4C70KceQ,248,false,205,2015/07/21 21:54:55
,平成27年7月20日月曜日、ラーメン二郎新小金井街道店、小金井ドクロ+チーズ+生玉子 980YEN<n>玉子はデフォで1個付く。もう1個追加50円。<n>優しいテイスト小金井ドクロ。生玉子落として、ズルと啜る。ウマいッ！こりゃたまらん。完飲。 http://t.co/sBtGFhlFID,256,false,227,2015/07/20 16:23:32
,平成27年7月19日日曜日、ラーメン二郎中山駅前店、大ラーメン+ニンニクアブラカラメ 790YEN<n>麺、柔らかめな仕上がり嬉しい、俺好みな味染み麺。<n>汁、ウッメェェェッ！ウマ味ハンパ無い奮え汁。<n>最後の一滴まで貪り飲んだ。完飲。 http://t.co/oybjJOMqEz,272,false,264,2015/07/19 19:58:01
,平成27年7月18日土曜日、ラーメン二郎 茨城守谷店、大ラーメン+うずらの卵+生卵+生卵 ニンニク1000YEN<n>ちょいカタ目に仕上がった弾力ある麺をザクと頂く。汁はコクあって醤油強めな俺好みなもの。<n>完飲、ごっそさんです。 http://t.co/k82aB8WtIl,241,false,232,2015/07/18 14:13:21
,平成27年7月17日金曜日、ラーメン二郎 品川店、大+煮玉子+煮玉子 ニンニク 1000YEN<n>冷房マシマシ効いた快適店内、それだけでも幸せなのに、麺がウマい。汁がウマ過ぎる。押し寄せる多幸感。夢見心地で貪り、完飲した。 http://t.co/KDvOZGN4sA,256,false,229,2015/07/17 20:53:33
,平成27年7月16日木曜日、ラーメン二郎 品川店、大+煮玉子+煮玉子 ニンニク 1000YEN<n>麺、ザックザク頬張れて、口溶け感俺好み。<n>ブタ、噛むほどウマい、スルメブタ。<n>汁、煮玉子と共に流し込む、ウンメ〜！メッチャ幸せな味。完飲。 http://t.co/GcJHrKVvyT,250,false,245,2015/07/16 19:55:47
,平成27年7月15日水曜日、ラーメン二郎 環七新新代田店、小+うぐいすつけ麺+100円ロース+なまたまご+なまたまご ニンニク1000YEN<n>柔らかくてメッチャ喰いやすい極太麺を醤油と柚子胡椒利いたPAPPタレで啜る。ウッメェ！完飲！ http://t.co/hQ1aVeBf9D,241,false,235,2015/07/15 22:39:00
,平成27年7月14日火曜日、ラーメン二郎環七一之江店、汁なし大盛ラーメン+ブタ増し+味付玉子+生卵+生卵 全部1050YEN<n>クニュ食感の麺、具材渾然汁とともに頬張る。ウンメ〜。更に生玉子加えてズルと啜ると、完全に虜。恍惚のまま完飲。 http://t.co/G38vi9Spw2,290,false,247,2015/07/14 20:48:33
,@saintvetement そうなんですか？迂闊でした。申し訳ありません。,18,false,16,2015/07/14 01:06:08
,平成27年7月13日月曜日、ラーメン二郎 千住大橋駅前店、大ラーメン+生たまご+生たまご ニンニク少900YEN<n>麺、汁染みて弾力ある麺、液体アブラ纏ってウマし。<n>汁、鶏油強めで醤油利いたもの。生たまごと相性バツグン、親子汁。完飲。 http://t.co/odWyY81FW1,310,false,258,2015/07/13 20:06:49
,平成27年7月12日日曜日、ラーメン二郎中山駅前店、小ラーメン豚入+ニンニクアブラカラメ 790YEN<n>麺、汁染みて、俺好み。<n>豚、脂身甘くて、とろける食感のもの。<n>汁、増したアブラでPAPP汁。ウマ味に夢中、思わず飲んだ。<n>完飲。 http://t.co/GUhz4wM8rd,293,false,262,2015/07/12 17:00:41
,平成27年7月11日土曜日、ラーメン二郎めじろ台法政大学前店、ぶた小ラーメン+つけ麺+生たまご+生たまご ニンニク少アブラ950YEN<n>醤油効き、ゆず香る、さっぱりとしたタレ。<n>黒アブラ絡めて喰うと最ッ高にウマい。貪り喰って、完飲。 http://t.co/avxreVXUXb,201,false,206,2015/07/11 16:14:31
,平成27年7月10日金曜日、ラーメン二郎 西台駅前店、大ラーメン+つけ麺+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>あー最高。西台での夕涼み。<n>塩気強めなタレと冷水締めの西台麺。脂身甘いブタ。癒し効果あり。<n>完飲。 http://t.co/owmTF0PMZF,259,false,220,2015/07/10 20:09:05
,平成27年7月9日木曜日、ラーメン二郎 札幌店、小+タマチ+生姜+生卵+生卵 ニンニク少 950YEN<n>ムッチムチな麺にショッパめな汁染みてたまらない。<n>麺に生姜絡めて喰うと興奮のウマさ。<n>シメは玉子生姜スープ。ゴクゴク飲める。完飲。 http://t.co/g9GzcHYDDc,356,false,306,2015/07/09 20:49:36
,平成27年7月8日水曜日、ラーメン二郎 三田本店、大ラーメン ニンニク少 650YEN<n>麺、ムッチとした食感、ザクザクイケる。<n>ブタ、プリップリで肉の味濃厚、激しくウマいもの。<n>汁、ウマ味押し寄せる夢中汁。奮えが止まらないもの。完飲。 http://t.co/owsq6ZFZTw,417,false,368,2015/07/08 11:01:12
,平成27年7月7日火曜日、ラーメン二郎 西台駅前店、大ラーメン+つけ麺+青ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>味染みて脂身甘ウマなブタ、メッチャ俺好み。<n>醤油ギリリ利いたタレ、激しく俺好み。<n>貪り喰って完飲。 http://t.co/jZtK3oxI1r,256,false,220,2015/07/07 21:37:25
,平成27年7月6日月曜日、ラーメン二郎 亀戸店、ラーメン+つけ麺+味玉+生卵+生卵 990YEN<n>適度に締まった麺は弾力が楽しいもの。<n>タレは、亀汁そのもののイメージ。液体アブラ纏わせて啜る。玉子投入して玉子汁がズルとウマい。完飲。 http://t.co/8xNB2ArQ7Q,270,false,247,2015/07/06 22:04:40
,平成27年7月5日日曜日、ラーメン二郎新小金井街道店、小ラーメン+かつお魚粉+ウズラ 930YEN<n>ブタ、しっとり柔らかいもの。<n>汁、やさしい味わい癒し汁。半分ぐらい飲んで、ガラムマサラを投入。香辛料の香りが食欲そそるカレー味。完飲。 http://t.co/rIgky6Rz6i,324,false,263,2015/07/05 16:19:01
,平成27年7月4日土曜日、ラーメン二郎 松戸駅前店、ぶた入り大盛ラーメン ニンニクしょうが880YEN<n>麺、ちょいと固めな仕上がりのもの。<n>ブタ、肉々しい食感で味染みたもの。<n>汁、ウマ味よく出た汁に、生姜がきいて堪らないもの。完飲。 http://t.co/VMGc3LKTcz,250,false,230,2015/07/04 17:53:47
,平成27年7月3日金曜日、ラーメン二郎ひばりヶ丘駅前店、ラーメン ニンニク 700YEN<n>麺、柔らか傾向な仕上がりで、俺嬉し。<n>ブタ、ホロリほぐれて麺と共に頬張れば、メッチャ幸せ。<n>汁、ウンメ〜！ミルキィで課長が利いた夢中汁。<n>完飲。 http://t.co/xgU6Qbwcaq,329,false,300,2015/07/03 15:24:00
,平成27年7月2日木曜日、ラーメン二郎目黒店、小ラーメン豚入り ニンニク 600YEN<n>ザクザク喰えるムチモソ麺<n>塩気強めなやわらかブタ<n>塩気利き、豚のウマ味感じる汁<n>ウッメ〜ッ！思わず声が出てしまった。<n>完飲、ごっそさんです。 http://t.co/BXGW2FzqyT,301,false,267,2015/07/02 23:47:51
,平成27年7月2日木曜日、ラーメン二郎 京急川崎店、大ブタ ニンニク 930YEN<n>麺、柔らかくて、味染みた、口の中でトロけるもの。<n>汁、甘ウマな優しい味わいの癒し汁。<n>ブタ、ほぐれる食感、汁吸ってウマい。<n>笑顔で完飲。ごっそさん。 http://t.co/mG0FZ4dgZz,279,false,246,2015/07/02 21:28:46
,平成27年7月1日水曜日、ラーメン二郎 西台駅前店、小ラーメン+つけ麺+白ネギ+味付うずら+生卵+生卵 ニンニク 1100YEN<n>西台つけ麺始まった。<n>醤油キリと利いたタレで、冷水締めの西台麺を啜る。ウッメェ！！<n>ツルりと喰って完飲。 http://t.co/I0isIplBYC,233,false,241,2015/07/01 22:01:11
,平成27年7月1日水曜日、ラーメン二郎 小岩店、大豚入り ニンニク少 950YEN<n>麺、ムチとして汁染みたものをザックザク喰う。<n>ブタ、ほぐれかけたものがゴロっと。汁吸っててウマい。<n>汁、豚の旨味極めた至高汁。奮えながら飲む。<n>完飲。 http://t.co/nJP6YB3N1N,306,false,278,2015/07/01 19:44:12
,平成27年6月30日火曜日、ラーメン二郎 西台駅前店、大ラーメン+塩+白ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>完飲。 http://t.co/CVLrZjnBYS,320,false,244,2015/06/30 23:26:43
,平成27年6月29日月曜日、ラーメン二郎 茨城守谷店、大ラーメン+うずらの卵+生卵+生卵+玉ねぎみじん切り ニンニク1030YEN<n>ウッメェッ！汁染みた守谷麺、クニュ食感が超俺好みのもの。濃コク醤油汁に玉ねぎ加えて夢中で飲んだ。完飲。 http://t.co/t5CrZ4KNsZ,397,false,309,2015/06/29 19:47:58
,平成27年6月28日日曜日、ラーメン二郎中山駅前店、小ラーメン豚入+ぎょったまつけ麺+ ニンニクアブラカラメ 890YEN<n>魚粉とたまねぎのつけタレ、程よい酸味、魚粉とたまねぎの甘みを主張しない程度に感じるもの。メッチャウマ。完飲。 http://t.co/mnYaUZgW1p,189,false,193,2015/06/28 16:42:44
,平成27年6月27日土曜日、ラーメン二郎 西台駅前店、大豚+塩+白ネギ+味付うずら+生卵+生卵 ニンニク 1250YEN<n>5周年、時の流れが、早過ぎる<n>あと1年、西台幾つ、喰えるかな<n>おかしいな、目から塩汁、流れてる<n>完飲。 http://t.co/DgnJSPyoRg,650,false,516,2015/06/27 20:28:23
,平成27年6月26日金曜日、ラーメン二郎八王子野猿街道店2、小ラーメン(なみのり)+うずら卵+生卵+生卵+きまぐれたまご+きくらげ ニンニク少 1130YEN<n>塩汁トロンとショッパウマ。<n>キクラゲコリコリ塩に合う。<n>完飲、ごっそさん。 http://t.co/LPyhbOvRW8,332,false,264,2015/06/26 20:04:36
,平成27年6月25日木曜日、麺屋はなび桑名店、台湾まぜそば+味玉+生卵 950YEN<n>生卵落としてマゼマセ、釜玉風。マイルドな味わい。<n>ズルと食う、メッチャたまらん、俺好み。<n>追い飯投入、たまご掛けご飯風も奮えるウマさ。<n>完食。 http://t.co/WPvBuHcDZ3,268,false,266,2015/06/25 20:03:38
,平成27年6月25日木曜日、味仙今池本店、台湾ラーメン(激辛)+炒飯1310YEN<n>イ、イタリアンで。とお願いしたら、激辛と言い直してた。店によっては通らないのかな。<n>懸念ほど辛くなく、辛さの中にウマ味感じて、貪り飲めるもの。完飲。 http://t.co/ukqqoJZPMY,284,false,227,2015/06/25 18:21:04
,平成27年6月24日水曜日、ラーメン二郎 池袋東口店、つけ麺+煮たまご ニンニク 900YEN<n>冷水で締められた池袋麺は、武蔵野うどんのような力強い食感のもの。酸味利いたつけタレでサッパリといただける。具材の食感も楽しい。<n>完飲。 http://t.co/L4LbD6uTta,242,false,216,2015/06/24 23:32:34
,平成27年6月23日火曜日、ラーメン二郎中山駅前店、小ラーメン豚入り+つけ麺+ ニンニクアブラカラメ 890YEN<n>タレ、ウッメェ〜！ゴマ油香り、醤油利いた、麺を夢中で頬張れるもの。<n>ブタ、ほぐれる食感、タレに浸って激しく旨い。完飲。 http://t.co/dPzPPGIOR0,310,false,265,2015/06/23 21:47:56
,平成27年6月22日月曜日、ラーメン二郎 三田本店夜の部、大ラーメン ニンニク 650YEN<n>デロンデロンなデロ麺がメッチャ柔らかくて、たまんない。極めて俺好みのもの。<n>ブタ、脂身トロトロ甘んめェ〜。<n>汁、塩気濃い目夢中汁ッ。完飲。 http://t.co/N7qA4RjyZE,278,false,247,2015/06/22 21:09:20
,平成27年6月21日日曜日、ラーメン二郎大宮店、大ラーメン+つけ麺(かつお節とたまねぎのつけ麺)+味付ウズラ+味付ウズラ アブラカラメ生姜 1000YEN<n>液体アブラにかつお魚粉加わったテイストは、俺好み。味付ウズラがウマい。<n>完飲。 http://t.co/fK5AiLGvPr,267,false,237,2015/06/21 16:44:41
,平成27年6月20日土曜日、ラーメン二郎 歌舞伎町店、つけ麺普通+煮玉子 ニンニク 900YEN<n>麺、いい感じに締まった歌舞伎麺。<n>タレ、ペッパーと酸味が食欲増進効果なもの。<n>ブタ、ゴロっとしたもの。肉々しくウマい。<n>完飲。 http://t.co/rMA3H6g1HJ,230,false,192,2015/06/20 22:20:28
,平成27年6月19日金曜日、ラーメン二郎 西台駅前店、小豚+塩+白ネギ+味付うずら+生卵+生卵 ニンニク 1200YEN<n>麺、柔らかめでウマし。<n>豚、増して良かった、ほぐトロ食感。<n>汁、塩気強めで、玉子がおそろしく合うもの。<n>完飲。 http://t.co/8OWiz17pjL,303,false,245,2015/06/19 22:43:49
,平成27年6月19日金曜日、ラーメン二郎神田神保町店、小豚+生玉子+生玉子 ニンニク 900YEN<n>麺ウッメぇ！柔らかい仕上がり！<n>ブタウッメェ！しっとり柔らかい！<n>汁ウッメェ！卓上唐辛子振って奮えるウマさ！<n>夢中で頬張り、完飲っ！ http://t.co/nIlNs05NY4,642,false,403,2015/06/19 19:50:35
,平成27年6月18日木曜日、ラーメン二郎 栃木街道店、大ラーメン+生卵+生卵+ウズラ+鰹節 ニンニク 1050YEN<n>柔らかく汁染みた麺俺好み。<n>超ぶ厚くてジューシィなブタ。<n>ミルキィで鰹節合う栃木汁。<n>玉子落として貪り飲んだ。完飲。 http://t.co/6s6Y884d0l,369,false,302,2015/06/18 18:04:49
,平成27年6月17日水曜日、ラーメン二郎 西台駅前店、大ラーメン+油そば(味噌がけ)+白ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>一夜限りの？味噌がけ復活に、大盛況の並びを経てありつく。うむ、ギリと味濃くてウマい。完飲。 http://t.co/dfNhMX5DJG,263,false,213,2015/06/17 22:52:54
,平成27年6月16日火曜日、ラーメン二郎 西台駅前店、大ラーメン+塩+白ネギ+味付うずら+生卵+生卵ニンニク 1150YEN<n>塩気濃いめな、メッチャ俺好みな塩汁。生卵落として、生卵汁が、奮えるウマさ。ウマいウマいと夢中で飲んだ。完飲。 http://t.co/4TgU7G9uec,409,false,301,2015/06/16 22:17:45
,平成27年6月15日月曜日、ラーメン二郎神田神保町店、小豚+生玉子+生玉子 ニンニク 900YEN<n>柔らかめな麺、汁染みて俺好み。<n>増した豚、肉の旨味濃く脂身甘い。<n>コクウマ汁、卓上唐辛子メッチャ合う。<n>ウマ過ぎて、灼熱忘れ、完飲す。 http://t.co/wwRUAfWChm,413,false,324,2015/06/15 19:59:55
,平成27年6月14日日曜日、ラーメン二郎中山駅前店、大ラーメン+ねぎ汁なし+ピリ辛にらだれ ニンニクアブラカラメ 940YEN<n>うっまそう〜。見た目で完食確定でしょ。ネギの香味で、食欲マシマシ、喰いだしたら止まんないっ。完食っ。 http://t.co/wUIdk9pIya,443,false,366,2015/06/14 13:41:58
,平成27年6月13日土曜日、ラーメン二郎八王子野猿街道店2、つけ麺(なみのり)+うずら卵+生卵+生卵 ニンニク少 1080YEN<n>トロントロンでコラーゲンたっぷりな塩汁は、明日のお肌が期待できるもの。コーンとペッパー利いて夢中で完飲。 http://t.co/RFlhx8KQ6X,324,false,230,2015/06/13 22:11:23
,平成27年6月13日土曜日、ラーメン二郎 松戸駅前店、大盛りラーメン ニンニクしょうが 780YEN<n>麺、液体アブラ纏ったムッチムチ麺。<n>ブタ、トロットロに柔らかいもの。増せば良かった。<n>汁、旨味と醤油利いた俺好みのキリリ汁。<n>完飲。 http://t.co/sJmfO6Zyq9,228,false,186,2015/06/13 11:54:11
,平成27年6月12日金曜日、ラーメン二郎 横浜関内店、大ぶた+味つけ玉子+味つけ玉子 ニンニク 1000YEN<n>麺、パツとしたもの、ザクザク喰う。<n>ブタ、ホロとほぐれる、柔らかブタ。<n>汁、甘み感じるミルキィ汁。<n>ノンストップで完飲ッ。 http://t.co/k8zMoU3dcI,344,false,244,2015/06/12 20:44:18
,平成27年6月11日木曜日、ラーメン二郎 池袋東口店、ラーメン+煮たまご ニンニク 800YEN<n>麺、柔らかめを所望した通り、いい感じの仕上がり。汁染みてて、かなり俺好みのもの。<n>汁、ミルキィでアッツアツ。野菜にメッチャ合う汁。完飲。 http://t.co/wRuuTe8njz,310,false,247,2015/06/11 22:20:10
,平成27年6月11日木曜日、煮干中華ソバイチカワ、アレ(白)+味玉+和え玉 1050YEN<n>汁、ウンメ〜ッ！煮干の旨さ極めた感動汁。<n>麺、パッツパツ食感、汁にメッチャ合うもの。<n>和え玉、煮干油の香りがたまらない。<n>夢中で啜って、完飲。 http://t.co/BKWMleJtln,255,false,246,2015/06/11 12:45:04
,平成27年6月10日水曜日、ラーメン二郎 三田本店夜の部、大ラーメン ニンニク 650YEN<n>俺好みのデロ麺に、味染みててウッメぇぇぇッ！<n>ブタ、脂身プリップリで甘ウマなもの。<n>汁、旨味最ッ高に感じる汁。丼から口離せないもの。<n>完飲。 http://t.co/Z3nYmXOye7,364,false,275,2015/06/10 21:20:26
,平成27年6月9日火曜日、ラーメン二郎 西台駅前店、大豚+塩+白ネギ+味付うずら+生卵+生卵 ニンニク 1250YEN<n>豚増して、塩との相性、確かめる<n>塩汁に浸した豚ウンメぇぇぇッ！脂身トロンと甘ンめぇぇぇッ！感動、完飲、ごっそさん。 http://t.co/DIvO8VtFuw,414,false,299,2015/06/09 20:53:47
,平成27年6月8日月曜日、ラーメン二郎 西台駅前店、大ラーメン+塩+白ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>塩ラーメンウッメぇぇぇッ！最ッ高でしょこの汁。ウマ味豊かな塩気汁、体求める必須汁。<n>完飲。ごっそさんです。 http://t.co/CBvy2D0jHo,423,false,289,2015/06/08 21:25:54
,平成27年6月7日日曜日、ラーメン二郎新小金井街道店、小ラーメン+かつお魚粉+ウズラ+生姜 980YEN<n>やさしい味わい小金井汁に、魚粉加わりウマさ10倍。生姜加わりウマさ100倍。いや、1000倍ッ。完飲。ごっそさんです。 http://t.co/KLenfMH2Y2,486,false,340,2015/06/07 16:26:30
,平成27年6月6日土曜日、ラーメン二郎大宮店、大ラーメン+味付ウズラ+味付ウズラ アブラカラメ生姜900YEN<n>今日の麺、もっと茹でれば、俺好み<n>安定の、味付ウズラ、塩気よし<n>カラメ増し、生姜加えて、ウマい汁<n>完飲。 ごっそさんです。 http://t.co/d2xQyxXHj5,292,false,235,2015/06/06 22:18:43
,平成27年6月6日土曜日、ラーメン二郎 松戸駅前店、大盛りラーメン ニンニクしょうが 780YEN<n>おお、ウマいな！！<n>ザクザクと食える麺。歯を立てた途端、ホロリ解れる柔らかブタ。<n>旨味と醤油とアブラの甘み利いた興奮汁。<n>夢中で完飲。 http://t.co/Db4ozWYXQ4,282,false,194,2015/06/06 14:35:02
,平成27年6月5日金曜日、ラーメン二郎 栃木街道店、ラーメン+生卵+生卵+ウズラ+ピリ辛らっきょう+鰹節 ニンニク 1050YEN<n>麺、柔らかくて甘ウマ汁染みててウンメ〜〜ッ。<n>ブタ、肉質しっかり、ジューシィで、神なるもの。<n>完飲。 http://t.co/vh4sLeJEjE,329,false,225,2015/06/05 21:44:20
,平成27年6月5日金曜日、ラーメン二郎 会津若松駅前店、大ラーメン+しょうが+生たまご+生たまご ニンニク 900YEN<n>麺、プルップルに柔らかい、最ッ高な食感の麺。旨味濃厚汁染みて、奮えるしかない神域麺！<n>感涙のまま貪り、完飲した。 http://t.co/QudO2Kgneo,671,false,486,2015/06/05 13:02:17
,平成27年6月4日木曜日、ラーメン二郎 仙台店、小ラーメン+生卵+生卵 ニンニク 790YEN<n>麺、ムチとして味染みた俺好みの麺。<n>ブタ、大ぶりで脂身甘いもの。<n>汁、生姜ほのかに香るコクウマ汁。生卵落として生卵汁が超ウマい。<n>完飲。 http://t.co/JbytS8I6gR,362,false,236,2015/06/04 18:56:38
,平成27年6月3日水曜日、ラーメン二郎 西台駅前店、大ラーメン+塩+白ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>天地返して塩汁染みた麺啜る。あ〜堪んない。<n>ブタは神域のもの。脂身の甘さ、塩気で際立ち奮えるウマさ。完飲。 http://t.co/ufaQ5rKZth,371,false,293,2015/06/03 21:55:29
,平成27年6月2日火曜日、ラーメン二郎 西台駅前店、大ラーメン+塩+白ネギ+味付うずら+生卵+生卵 ニンニク 1150YEN<n>塩汁ウンメ〜〜ッ！旨味十分、やさしい塩気の癒し汁。醤油味のブタとウズラが塩汁にメッチャ合う！完飲。 http://t.co/n5eeZVqJkR,319,false,200,2015/06/02 22:27:50
